"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DYHF","DYTS","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","WindEquipmentChangeDate"
"72505394728","2024-04-07T10:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","27","52","0.00",,,,"38","30.06","BKN:07 48","29.92","10.00","42","VRB","20","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09904/07/24 10:51:02 METAR KNYC 071551Z VRB06G17KT 10SM BKN048 11/M03 A3009 RMK AO2 SLP180 T01111028 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-07T11:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","27","55","0.00",,,,"34","30.05","SCT:04 50","29.91","10.00","43","VRB","22","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09904/07/24 11:51:02 METAR KNYC 071651Z VRB05G19KT 10SM SCT050 13/M03 A3008 RMK AO2 SLP177 T01281028 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-07T12:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.07","29","59","0.00",,"+0.01","8","32","30.05","BKN:07 55","29.90","10.00","46","VRB","18","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11704/07/24 12:51:02 METAR KNYC 071751Z 04007G16KT 10SM BKN055 15/M02 A3007 RMK AO2 SLP175 T01501017 10150 20072 58004 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-07T13:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.07","29","58","0.00",,,,"33","30.04","SCT:04 60","29.90","10.00","45","030","22","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09904/07/24 13:51:02 METAR KNYC 071851Z 03013G19KT 10SM SCT060 14/M02 A3007 RMK AO2 SLP173 T01441017 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-07T14:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.06","28","59","0.00",,,,"31","30.04","CLR:00","29.89","10.00","45","VRB","21","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09604/07/24 14:51:02 METAR KNYC 071951Z 04009G18KT 10SM CLR 15/M02 A3006 RMK AO2 SLP172 T01501022 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-07T15:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.06","27","58","0.00",,"+0.01","5","31","30.04","CLR:00","29.89","10.00","45","VRB","18","11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10204/07/24 15:51:02 METAR KNYC 072051Z 01010G16KT 10SM CLR 14/M03 A3006 RMK AO2 SLP172 T01441028 55003 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-07T16:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","26","58","0.00",,,,"29","30.05","CLR:00","29.91","10.00","44","VRB","20","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09604/07/24 16:51:02 METAR KNYC 072151Z 04007G17KT 10SM CLR 14/M03 A3008 RMK AO2 SLP177 T01441033 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-07T17:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","26","56","0.00",,,,"32","30.06","CLR:00","29.92","10.00","43","VRB",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09304/07/24 17:51:02 METAR KNYC 072251Z 02007KT 10SM CLR 13/M03 A3009 RMK AO2 SLP180 T01331033 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-07T18:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","26","55","0.00",,"-0.04","3","33","30.08","CLR:00","29.93","10.00","43","050",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11104/07/24 18:51:02 METAR KNYC 072351Z 05003KT 10SM CLR 13/M03 A3010 RMK AO2 SLP186 T01281033 10156 20128 53014 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-07T19:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","34","51","0.00",,,,"52","30.10","CLR:00","29.95","10.00","43","VRB",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09204/07/24 19:51:01 METAR KNYC 080051Z VRB04KT 10SM CLR 11/01 A3012 RMK AO2 SLP193 T01060011 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-07T20:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.14","36","49","0.00",,,,"61","30.11","CLR:00","29.97","10.00","43","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09204/07/24 20:51:01 METAR KNYC 080151Z 00000KT 10SM CLR 09/02 A3014 RMK AO2 SLP197 T00940022 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-07T21:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","36","48","0.00",,"-0.05","1","63","30.13","CLR:00","29.98","10.00","43","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09804/07/24 21:51:01 METAR KNYC 080251Z 00000KT 10SM CLR 09/02 A3015 RMK AO2 SLP202 T00890022 51016 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-07T22:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","33","48","0.00",,,,"56","30.14","CLR:00","30.00","10.00","41","240",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09204/07/24 22:51:02 METAR KNYC 080351Z 24003KT 10SM CLR 09/01 A3017 RMK AO2 SLP208 T00890006 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-07T23:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","34","47","0.00",,,,"61","30.15","CLR:00","30.01","10.00","41","260",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10204/07/24 23:51:02 METAR KNYC 080451Z 26005KT 10SM CLR 08/01 A3018 RMK AO2 SLP210 T00830011 401560061 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-07T23:59:00","SOD  ","6",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,"29","52","46","30.05","29.88","41","6.4","0","2.0","13","60","43","040","27","0.00","0","0.0","050","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6024 HR MIN TEMP (F): 43AVERAGE STATION PRESSURE:29.885 MINIMUM SEA LEVEL PRESSURE:29.96 TIME OF OCCURRENCE:0256 PEAK WIND SPEED (MPH): 27 PEAK WIND DIR (DEG): 40 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 17FASTEST 2MIN DIR (DEG): 50 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 6.4 24 HR AVG TEMP (F): 52DEPART FROM NORMAL:  2  HEATING DEGREE DAYS: 13 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):60  LATEST NIGHT MIN TEMP(1900-0800 LST):43 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0529","1828","2006-09-18"
"72505394728","2024-04-08T00:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","34","47","0.00",,"-0.02","0","61","30.15","CLR:00","30.00","10.00","41","280",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11004/08/24 00:51:02 METAR KNYC 080551Z 28006KT 10SM CLR 08/01 A3017 RMK AO2 SLP209 T00830011 10128 20083 50007 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T01:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","32","47","0.00",,,,"56","30.15","CLR:00","30.00","10.00","41","VRB",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09204/08/24 01:51:02 METAR KNYC 080651Z VRB03KT 10SM CLR 08/00 A3017 RMK AO2 SLP210 T00830000 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T02:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","31","46","0.00",,,,"56","30.15","CLR:00","30.00","10.00","40","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09304/08/24 02:51:02 METAR KNYC 080751Z 00000KT 10SM CLR 08/M01 A3017 RMK AO2 SLP209 T00781006 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T03:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","27","45","0.00",,"-0.00","3","49","30.15","CLR:00","30.01","10.00","38","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09904/08/24 03:51:02 METAR KNYC 080851Z 00000KT 10SM CLR 07/M03 A3018 RMK AO2 SLP210 T00721028 53001 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T04:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","27","43","0.00",,,,"53","30.16","CLR:00","30.01","10.00","37","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09304/08/24 04:51:02 METAR KNYC 080951Z 00000KT 10SM CLR 06/M03 A3018 RMK AO2 SLP212 T00611028 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T05:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.19","25","44","0.00",,,,"47","30.17","CLR:00","30.02","10.00","37","280",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09304/08/24 05:51:02 METAR KNYC 081051Z 28003KT 10SM CLR 07/M04 A3019 RMK AO2 SLP216 T00671039 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T06:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","26","45","0.00",,"-0.03","3","48","30.18","CLR:00","30.04","10.00","37","270",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11104/08/24 06:51:02 METAR KNYC 081151Z 27004KT 10SM CLR 07/M03 A3021 RMK AO2 SLP221 T00721033 10089 20061 53011 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T07:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","26","49","0.00",,,,"41","30.19","CLR:00","30.05","10.00","40","300",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09304/08/24 07:51:02 METAR KNYC 081251Z 30006KT 10SM CLR 09/M03 A3022 RMK AO2 SLP224 T00941033 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T08:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","28","54","0.00",,,,"37","30.19","CLR:00","30.04","10.00","43","VRB",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09304/08/24 08:51:02 METAR KNYC 081351Z VRB03KT 10SM CLR 12/M02 A3021 RMK AO2 SLP222 T01221022 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T09:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","22","57","0.00",,"-0.00","0","26","30.19","CLR:00","30.04","10.00","43","VRB",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09904/08/24 09:51:02 METAR KNYC 081451Z VRB03KT 10SM CLR 14/M06 A3021 RMK AO2 SLP222 T01391056 50001 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T10:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.20","20","61","0.00",,,,"20","30.17","CLR:00","30.03","10.00","44","VRB",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09304/08/24 10:51:02 METAR KNYC 081551Z VRB04KT 10SM CLR 16/M07 A3020 RMK AO2 SLP217 T01611067 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T11:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","19","64","0.00",,,,"18","30.16","CLR:00","30.01","10.00","45","270",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09304/08/24 11:51:02 METAR KNYC 081651Z 27005KT 10SM CLR 18/M07 A3018 RMK AO2 SLP212 T01781072 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T12:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.16","20","67","0.00",,"+0.05","8","17","30.13","CLR:00","29.99","10.00","47","VRB",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11104/08/24 12:51:02 METAR KNYC 081751Z VRB03KT 10SM CLR 19/M07 A3016 RMK AO2 SLP203 T01941067 10194 20078 58018 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T13:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","18","66","0.00",,,,"16","30.09","CLR:00","29.95","10.00","46","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09304/08/24 13:51:02 METAR KNYC 081851Z 00000KT 10SM CLR 19/M08 A3012 RMK AO2 SLP190 T01891078 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T14:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","20","63","0.00",,,,"19","30.08","CLR:00","29.94","10.00","45","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09304/08/24 14:51:02 METAR KNYC 081951Z 00000KT 10SM CLR 17/M07 A3011 RMK AO2 SLP185 T01721067 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T15:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","21","66","0.00",,"+0.05","6","18","30.08","CLR:00","29.93","10.00","47","VRB",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09904/08/24 15:51:02 METAR KNYC 082051Z VRB05KT 10SM CLR 19/M06 A3010 RMK AO2 SLP185 T01891061 56018 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T16:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","26","62","0.00",,,,"25","30.08","CLR:00","29.93","10.00","46","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09304/08/24 16:51:02 METAR KNYC 082151Z 00000KT 10SM CLR 17/M03 A3010 RMK AO2 SLP186 T01671033 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T17:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","34","58","T","-RA:02 |RA |RA",,,"41","30.08","FEW:02 75 OVC:08 95","29.93","10.00","47","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11804/08/24 17:51:02 METAR KNYC 082251Z 00000KT 10SM -RA FEW075 OVC095 14/01 A3010 RMK AO2 RAB33 SLP186 P0000 T01440011 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T18:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","32","59","0.00",,"-0.00","0","36","30.08","BKN:07 90","29.93","10.00","47","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13304/08/24 18:51:02 METAR KNYC 082351Z 00000KT 10SM BKN090 15/00 A3010 RMK AO2 RAE2253 SLP186 P0000 60000 T01500000 10206 20144 50000 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T19:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","35","59","T",,,,"41","30.08","BKN:07 90","29.94","10.00","48","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11004/08/24 19:51:01 METAR KNYC 090051Z 00000KT 10SM BKN090 15/02 A3011 RMK AO2 RAB07E16 SLP187 P0000 T01500017 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
"72505394728","2024-04-08T20:51:00","FM-15","7",,,,,"SNOW",,,"SNOWBOARD",,,"CENTRAL PARK CONSERVANCY AT 79TH ST TRANSVERSE MAINTENANCE YARD FACILITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","36","58","0.00",,,,"44","30.08","FEW:02 110","29.93","10.00","48","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09504/08/24 20:51:02 METAR KNYC 090151Z 00000KT 10SM FEW110 14/02 A3010 RMK AO2 SLP185 T01440022 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2006-09-18"
